actor/actor_loss,actor/alpha,actor/alpha_loss,actor/bc_loss,actor/entropy,actor/q,actor/total_loss,critic/critic_loss,critic/q_max,critic/q_mean,critic/q_min,grad/max,grad/min,grad/norm,step
-3.5872374,1.0,6.819742,0.0,3.8197424,-0.23250522,3.2325048,10.4489975,3.486162,-0.22547667,-2.9803634,6.819742,-0.65932,174.17548,5000
68.76914,0.28944078,2.053054,0.0,4.093175,-69.95387,70.8222,0.09563472,-56.11169,-69.95503,-70.89218,2.053054,-0.10688335,6.0867167,10000
119.38841,0.09458311,0.659762,0.0,3.975474,-119.76442,120.04817,0.35602188,-87.34492,-119.8105,-122.038086,0.659762,-0.21901646,15.790401,15000
150.32721,0.03689141,0.08046343,0.0,-0.81891125,-150.297,150.40767,0.50580496,-87.85014,-151.14667,-161.86458,0.20349903,-0.20149703,18.118042,20000
155.89243,0.040227897,0.020786159,0.0,-2.48329,-155.79253,155.91321,0.4718793,-100.144966,-156.71672,-187.401,0.47430632,-0.37532765,40.130787,25000
171.22118,0.018525623,0.0034329502,0.0,-2.8146918,-171.16904,171.22461,0.41065556,-111.49745,-171.77286,-196.202,0.16221713,-0.21865043,21.854189,30000
179.71178,0.031453054,-0.005532637,0.0,-3.1759014,-179.6119,179.70624,0.5624278,-114.53884,-180.89989,-212.19006,0.20425527,-0.19970833,22.028133,35000
180.79855,0.038957868,0.005551233,0.0,-2.8575068,-180.68724,180.80411,0.39483348,-110.23763,-181.68521,-225.79984,0.18753982,-0.22995989,18.611643,40000
177.30151,0.039287746,-0.00023600913,0.0,-3.0060072,-177.1834,177.30128,0.6320484,-104.11272,-178.45885,-239.7984,0.21549252,-0.17036296,18.363081,45000
175.96408,0.046901997,0.018123591,0.0,-2.613586,-175.8415,175.98221,0.5246596,-102.759766,-177.12305,-248.93779,0.25111076,-0.25762743,20.01253,50000
173.84726,0.0384886,-0.011490685,0.0,-3.2985477,-173.7203,173.83577,0.6699802,-110.393196,-174.96683,-238.82227,0.28055274,-0.23017934,23.390535,55000
173.72012,0.042998902,0.003963014,0.0,-2.9078345,-173.5951,173.72409,0.6664385,-105.877785,-174.83005,-244.5886,0.23304744,-0.22383682,23.934883,60000
175.1815,0.03810699,-0.0046342155,0.0,-3.1216106,-175.06256,175.17686,0.45864877,-95.24739,-176.17557,-244.74994,0.19546382,-0.22116254,18.91083,65000
175.65956,0.035698764,0.0061081657,0.0,-2.828897,-175.55856,175.66566,0.68145925,-95.34036,-176.6356,-240.8621,0.27339962,-0.261759,20.4719,70000
177.09528,0.037122674,-0.0037508088,0.0,-3.1010382,-176.98016,177.09152,0.8283991,-106.49838,-178.09383,-231.61024,0.45949188,-0.46175432,27.18832,75000
176.21605,0.039078057,-0.0025479954,0.0,-3.0652027,-176.09625,176.2135,0.8409508,-89.180435,-177.2675,-233.0107,0.3859311,-0.3544752,25.452726,80000
174.19398,0.042452846,0.0059257206,0.0,-2.8604164,-174.07256,174.1999,0.81812954,-80.54825,-175.2611,-236.82607,0.33631146,-0.33734164,24.265568,85000
173.0278,0.03939147,0.003778715,0.0,-2.9040728,-172.91342,173.03159,0.90042794,-85.77533,-174.06593,-243.71898,0.42887238,-0.39361477,28.211056,90000
171.41562,0.04264798,-0.003843795,0.0,-3.0901284,-171.28383,171.41177,1.4733363,-84.84534,-172.49896,-264.76373,0.4964026,-0.38296667,55.630493,95000
172.80084,0.04083755,-0.013405682,0.0,-3.3282685,-172.66492,172.78743,0.93150216,-88.0101,-173.85817,-241.4422,0.5460599,-0.55286604,26.020864,100000
173.27826,0.039143246,-0.0033670457,0.0,-3.0860186,-173.15747,173.27489,1.0009758,-103.44699,-174.28012,-238.19359,0.27796352,-0.27843076,29.735188,105000
176.32567,0.040051367,0.005652114,0.0,-2.8588784,-176.21117,176.33131,0.965913,-84.163925,-177.34846,-247.19543,0.26997384,-0.32938164,27.218037,110000
