actor/actor_loss,actor/alpha,actor/alpha_loss,actor/bc_loss,actor/entropy,actor/q,actor/total_loss,critic/critic_loss,critic/q_max,critic/q_mean,critic/q_min,grad/max,grad/min,grad/norm,step
-8.677538,1.0,21.85941,0.0,9.35941,-0.6818719,13.181871,209.73721,1.9128844,-0.6812369,-3.537903,21.85941,-1.8058982,691.46063,5000
208.61293,0.2895359,7.346151,0.0,12.872159,-212.33989,215.95908,0.89621365,-164.75668,-212.49907,-215.60017,7.346151,-0.8574017,39.128525,10000
238.98123,0.10713805,1.6832355,0.0,3.2109022,-239.32524,240.66447,4.2402854,-157.03842,-241.99422,-270.3368,1.6832355,-1.3934969,86.73232,15000
227.0835,0.047932684,0.1840996,0.0,-8.659205,-226.66846,227.2676,3.6709187,-130.20448,-230.47383,-265.7742,0.9883761,-1.0941554,83.46884,20000
203.19337,0.046244442,-0.014443891,0.0,-12.812338,-202.60088,203.17892,3.0248735,-110.43394,-207.84644,-257.0745,0.7709253,-0.7219854,63.659187,25000
200.05861,0.04206523,-0.02440489,0.0,-13.080168,-199.50839,200.03421,3.229393,-121.32071,-204.10535,-260.67276,0.7477873,-0.898817,56.973267,30000
196.96367,0.040943015,0.00088439876,0.0,-12.478399,-196.45279,196.96455,3.0702329,-91.12708,-201.04874,-258.43777,1.0337372,-1.0243431,73.085266,35000
195.45053,0.039523393,-0.014568658,0.0,-12.868608,-194.94193,195.43596,2.6767106,-120.94301,-199.77766,-258.06638,1.2135446,-1.3158369,60.47368,40000
196.73007,0.039850183,-0.018728495,0.0,-12.969973,-196.21323,196.71135,2.851841,-94.93279,-201.23985,-261.39282,0.86320585,-0.9409914,57.452034,45000
192.97675,0.039374325,0.05048782,0.0,-11.217748,-192.53506,193.02724,2.135679,-116.75671,-197.26457,-259.7872,0.86811894,-0.8012033,45.39245,50000
188.79529,0.03947502,0.0031649256,0.0,-12.419825,-188.30502,188.79845,2.3219717,-109.68282,-193.24667,-257.76855,1.324301,-2.094653,54.09532,55000
190.54825,0.039060384,0.035361297,0.0,-11.594702,-190.09534,190.5836,2.709213,-93.906845,-194.81621,-258.79416,0.93870497,-0.7987019,50.662323,60000
188.97928,0.038752243,0.031247824,0.0,-11.693651,-188.52612,189.01053,3.0509498,-72.232925,-193.42972,-257.57498,0.94185466,-1.4634359,69.0771,65000
185.82211,0.038700517,0.015364523,0.0,-12.102989,-185.35373,185.83748,3.0629475,-91.204735,-190.16219,-262.18484,0.5865555,-0.80458593,57.45622,70000
184.03851,0.036516245,0.012960325,0.0,-12.145081,-183.59502,184.05147,3.1172743,-78.730896,-188.385,-262.98862,1.5433909,-1.7393736,57.97404,75000
185.41483,0.03711238,0.013889395,0.0,-12.125748,-184.96481,185.42871,3.196239,-80.07466,-189.54068,-262.947,1.4689132,-1.4500893,86.95639,80000
189.17859,0.036625776,-0.00159046,0.0,-12.543425,-188.71918,189.177,2.4140842,-67.05928,-193.23453,-267.82236,0.5929831,-0.6075616,54.54303,85000
188.77745,0.03684795,-0.0011314681,0.0,-12.530706,-188.3157,188.77632,1.84036,-87.17242,-192.83794,-273.0937,1.1793997,-1.0436056,39.018204,90000
186.18729,0.03603236,0.0017428983,0.0,-12.45163,-185.73862,186.18903,2.4059668,-81.39657,-190.22253,-272.7822,1.2727098,-1.4455303,54.920525,95000
188.5433,0.037366014,0.018881386,0.0,-11.994691,-188.09512,188.56218,2.8228562,-79.71962,-192.69887,-274.68622,0.7922759,-0.86910236,48.346622,100000
183.00815,0.037002806,0.047976863,0.0,-11.203426,-182.59358,183.05612,3.7177758,-78.58554,-187.61345,-273.5257,0.9773073,-1.0237129,56.022102,105000
187.80432,0.03554638,-0.01808622,0.0,-13.008806,-187.34192,187.78624,1.9524243,-103.64357,-192.2742,-270.38953,0.3546894,-0.54721266,39.449898,110000
188.12048,0.03500323,-0.035360947,0.0,-13.51022,-187.64758,188.08513,2.7546196,-83.93224,-192.21564,-271.4929,0.62566376,-0.6949893,42.318428,115000
188.8511,0.03572935,-0.0016423065,0.0,-12.545965,-188.40285,188.84946,4.3887725,-84.256744,-192.90686,-273.16006,1.0248789,-0.9306715,57.788734,120000
186.50195,0.03591594,-0.029505042,0.0,-13.321503,-186.0235,186.47244,1.7306608,-81.60011,-190.83571,-275.22217,0.71632683,-0.64936215,36.873245,125000
188.26212,0.034604073,0.00585801,0.0,-12.330713,-187.83542,188.26797,2.1135614,-72.26262,-192.41405,-273.49597,0.74974054,-0.7593132,37.159424,130000
185.78232,0.033799797,0.0020632015,0.0,-12.438958,-185.36191,185.78438,4.644744,-86.774666,-190.24146,-276.14224,2.8412228,-2.973296,82.51198,135000
189.61841,0.034976643,0.034417924,0.0,-11.515974,-189.21562,189.65283,1.7673492,-83.156006,-193.91553,-276.31964,0.29580614,-0.33214706,32.54816,140000
186.80988,0.034193866,0.006762297,0.0,-12.302237,-186.38919,186.81664,3.081775,-86.34986,-190.98297,-272.01965,0.7919346,-0.6343227,56.438328,145000
190.03387,0.033965822,0.01401911,0.0,-12.087258,-189.62332,190.0479,2.4031715,-78.4356,-193.75073,-269.51895,1.305116,-1.2099377,54.409256,150000
190.9855,0.03409402,-0.0017612829,0.0,-12.55166,-190.55756,190.98375,1.9782908,-87.469864,-195.25682,-275.3095,0.46819934,-0.44653618,35.340656,155000
191.91777,0.033287883,-0.0161895,0.0,-12.986348,-191.48547,191.90158,2.195492,-87.34755,-195.8328,-271.40253,0.763833,-0.6858558,46.01519,160000
186.42212,0.03381532,-0.009682961,0.0,-12.786348,-185.98976,186.41243,2.3393989,-85.994865,-190.419,-271.21597,0.3767587,-0.5762352,40.007767,165000
191.466,0.032705452,-0.004462216,0.0,-12.636436,-191.05273,191.46155,1.7120743,-89.69963,-195.38829,-280.37747,0.6847386,-0.84271204,31.89891,170000
188.73999,0.03310612,-0.015450675,0.0,-12.9667015,-188.3107,188.72453,2.815089,-96.24863,-193.10922,-279.26303,0.51461536,-0.56407714,46.708305,175000
189.30795,0.033566613,-0.02549354,0.0,-13.259491,-188.86287,189.28246,2.2743256,-92.594536,-193.62717,-277.69458,2.6506438,-3.049382,54.412796,180000
185.35867,0.03426949,0.0016651445,0.0,-12.45141,-184.93198,185.36034,1.8138847,-94.47027,-189.58568,-273.39618,0.37548995,-0.36321872,31.785614,185000
187.15883,0.03470853,-0.012824179,0.0,-12.869482,-186.71216,187.14601,2.1023662,-66.55283,-190.83214,-276.3379,0.5364125,-0.5785953,34.719833,190000
189.3872,0.033534415,0.021259023,0.0,-11.866054,-188.98929,189.40846,2.1971211,-34.259403,-193.45927,-280.17804,0.32262176,-0.30359498,33.17764,195000
187.06287,0.03413919,-0.0047781635,0.0,-12.639961,-186.63136,187.05809,2.15341,-83.91127,-191.18874,-277.59402,0.3622518,-0.37559533,41.584446,200000
