actor/actor_loss,actor/bc_flow_loss,actor/distill_loss,critic/critic_loss,critic/q_max,critic/q_mean,critic/q_min,grad/max,grad/min,grad/norm,step
238.60706,0.25862998,0.02297943,5.6107802,-146.99759,-239.07948,-300.0018,1.3959086,-1.2654439,113.14293,1005000
244.61641,0.23509677,0.020375187,6.074669,-99.893936,-244.89935,-300.64096,6.1741924,-1.4037113,128.30074,1010000
240.97969,0.25854445,0.02192124,5.358078,-145.86215,-241.23593,-300.94458,2.3392887,-2.8598585,103.928955,1015000
242.03813,0.27795774,0.019540098,4.1371694,-132.7814,-241.82565,-299.61084,2.616667,-0.9763997,100.93704,1020000
242.18796,0.2770155,0.020765325,6.3345375,-137.43945,-242.50517,-298.97137,1.3035916,-3.3947892,122.074745,1025000
241.18138,0.2897457,0.021412123,6.0650263,-105.97845,-241.6815,-301.11932,1.8078125,-1.1836029,114.94773,1030000
239.32916,0.267825,0.024829911,6.6541076,-99.56472,-239.75168,-299.23087,4.373186,-1.0600089,112.64029,1035000
238.34148,0.27711093,0.019572776,4.6890254,-122.13512,-238.38345,-296.5244,3.932184,-1.0898217,99.765274,1040000
240.87738,0.27757785,0.016012615,5.0283203,-96.28878,-241.25827,-299.71796,3.9766388,-5.016803,109.55144,1045000
239.2436,0.2826336,0.01580858,6.2543926,-102.51827,-239.20396,-298.7085,2.3979216,-2.3101225,117.84044,1050000
240.95164,0.2729808,0.020836208,6.718977,-137.81264,-241.42636,-299.44238,6.1897326,-2.0995257,142.30605,1055000
242.05827,0.3018963,0.02052941,8.175524,-137.82426,-241.96129,-298.387,3.0533648,-1.7103182,144.76816,1060000
236.94377,0.28980014,0.018864255,7.113612,-122.46748,-237.36702,-300.93256,5.8681793,-2.0592332,140.46252,1065000
237.32028,0.2322933,0.019516712,6.559705,-97.735634,-237.69122,-299.84146,2.9263763,-2.8136392,134.16228,1070000
239.41638,0.25374493,0.018573012,6.4689264,-146.33794,-239.51787,-301.5688,2.6290476,-2.3032308,108.426155,1075000
240.75893,0.28230408,0.01980612,5.852446,-98.79269,-240.88757,-301.33423,4.00179,-2.400683,126.63408,1080000
235.91675,0.25027633,0.020079955,6.2862387,-99.67204,-236.61636,-298.9606,3.0618594,-13.572359,160.33466,1085000
239.80432,0.27802533,0.021865739,5.8418884,-98.93023,-240.19667,-296.95163,5.103426,-1.347203,133.22498,1090000
237.27235,0.2350744,0.019083474,6.4791346,-96.50055,-237.75534,-300.89093,1.5201812,-10.313414,155.2836,1095000
236.75096,0.23005724,0.020516029,5.9925323,-93.700195,-237.15321,-299.88687,3.2224903,-2.6507006,134.06355,1100000
241.3424,0.23988816,0.021247875,5.1948533,-142.51761,-241.83429,-300.6719,2.065354,-7.289059,122.322754,1105000
239.72545,0.2363528,0.020120865,6.0276318,-92.12545,-240.0824,-298.6166,1.9611546,-5.07928,127.40017,1110000
237.56088,0.26534414,0.020363614,7.3952675,-95.09749,-238.3516,-298.9838,4.547416,-4.5732627,175.99988,1115000
239.05281,0.2606643,0.018665804,7.1194067,-100.74589,-239.25206,-300.36703,1.7688956,-2.7619188,119.027054,1120000
233.59087,0.24484958,0.023387585,8.383539,-95.19549,-234.01865,-301.10107,3.5436711,-10.478485,181.29877,1125000
235.83536,0.22117212,0.02150012,7.7685647,-77.82032,-236.06506,-299.10455,3.3083706,-9.883476,160.2321,1130000
238.26283,0.28645012,0.018847527,5.224811,-90.449646,-238.12701,-301.1551,1.2172538,-10.192193,121.83246,1135000
238.95793,0.24508633,0.019546917,7.0203986,-126.81579,-239.15608,-299.73956,1.7670661,-5.8160872,141.6571,1140000
236.9416,0.26128688,0.021189671,6.4495125,-73.42817,-237.06104,-301.37573,2.4717047,-1.7085769,115.840965,1145000
236.24918,0.2585027,0.01871287,6.296138,-87.172905,-236.40489,-301.22122,5.2036633,-2.980065,165.15448,1150000
236.90614,0.24514419,0.01865409,5.238815,-100.7916,-237.17374,-297.264,1.3814806,-3.577787,100.47717,1155000
231.5733,0.28940845,0.019673077,5.491726,-92.54191,-231.83429,-299.11417,1.256614,-4.6089168,123.91122,1160000
232.3257,0.26295564,0.021000199,8.328236,-96.35219,-232.69942,-298.99414,4.841058,-4.6823707,172.9184,1165000
238.72235,0.26037952,0.021896077,8.77718,-93.35997,-239.81021,-298.92465,11.159288,-4.0983863,202.50113,1170000
229.47957,0.25764543,0.01849825,6.144512,-52.60862,-230.23929,-299.09766,2.747388,-5.7430115,168.94519,1175000
235.76788,0.25869054,0.02041784,7.78011,-96.45606,-236.45935,-300.942,2.4486432,-4.527852,159.53403,1180000
231.18048,0.24351636,0.021382065,6.2307854,-82.51877,-231.64897,-300.9989,2.3103733,-5.7925224,131.31583,1185000
235.49524,0.25719064,0.021837538,7.3548837,-90.01928,-235.71506,-297.8343,1.9864101,-3.2830255,140.1517,1190000
229.25485,0.25532892,0.022959106,6.8204603,-69.19875,-229.61723,-301.0257,4.03835,-1.6599135,124.19567,1195000
233.62152,0.25840098,0.024109878,5.6680846,-95.35728,-234.08707,-301.32294,4.0656977,-1.5899767,127.76216,1200000
233.25996,0.26076037,0.021169132,7.890259,-127.19318,-233.64293,-299.80432,4.6274056,-4.79055,149.1267,1205000
227.13034,0.25518456,0.021079736,6.9372473,-89.15441,-227.28023,-300.84824,5.36323,-10.292079,189.47717,1210000
227.79092,0.25329706,0.019575262,6.3698835,-79.64619,-228.04236,-300.18115,5.540386,-8.162113,159.3623,1215000
229.29514,0.26148462,0.022039931,8.382688,-74.00837,-230.29651,-300.628,4.9975586,-2.3574266,143.28383,1220000
231.21858,0.24194871,0.018476356,7.532055,-67.535835,-231.64644,-302.03876,1.9540755,-17.849672,185.92499,1225000
228.06755,0.25470626,0.022672849,6.142693,-72.592735,-228.78229,-300.23972,4.4079037,-2.545998,113.1176,1230000
228.37584,0.27785677,0.020449245,6.627187,-73.78515,-228.82545,-299.95358,1.7297255,-7.973955,137.24083,1235000
228.94241,0.27373314,0.021375783,8.997805,-60.2607,-229.86685,-302.5931,3.9632215,-5.294429,178.08572,1240000
227.40553,0.25944588,0.02279076,9.065728,-77.66645,-227.96107,-301.38852,2.4365292,-20.271267,221.50711,1245000
227.32451,0.25426656,0.018879693,9.153659,-85.97489,-227.79684,-300.2581,6.270961,-2.3221483,175.48471,1250000
224.89703,0.27376494,0.022577068,8.751919,-54.48901,-225.34753,-303.41513,11.424515,-5.504738,183.79208,1255000
222.87097,0.25168353,0.022238621,9.90974,-23.289967,-222.8678,-297.8126,4.6298714,-13.582856,190.05988,1260000
221.78867,0.2650458,0.022690078,8.25653,-56.432175,-222.51236,-299.97852,2.378986,-15.171946,176.53017,1265000
224.57957,0.2652982,0.022048375,10.539259,-65.06333,-225.5477,-299.54208,5.8168283,-12.504768,251.67917,1270000
222.8388,0.24864846,0.018344304,9.170796,-66.42649,-223.64368,-298.0723,2.5275843,-2.5447478,156.6485,1275000
221.26305,0.2627294,0.02276854,9.0650835,-56.51206,-221.83197,-299.54434,3.0240397,-2.8180935,170.30249,1280000
222.81676,0.21906686,0.021655973,8.5601425,-66.982735,-223.69257,-299.0132,5.4726543,-4.8496795,155.76874,1285000
218.81993,0.300058,0.024630059,6.9141912,-46.881588,-219.5101,-299.20566,3.3388267,-2.8362498,145.03717,1290000
220.76724,0.25185582,0.020926874,8.684399,-46.824986,-221.43732,-297.50647,20.045204,-4.0101547,212.09436,1295000
221.24078,0.25290516,0.024990985,9.5061655,-58.001324,-221.67137,-300.05518,5.0261855,-5.1917734,201.13765,1300000
218.29187,0.2519567,0.020877518,7.638033,-50.188507,-218.74881,-299.87326,3.8530345,-3.720752,141.5986,1305000
214.61148,0.24788722,0.021915222,9.911218,-42.345314,-215.2954,-298.22928,11.111218,-5.8038044,235.64465,1310000
218.1421,0.25579876,0.020724142,8.923121,-19.812218,-219.07411,-300.18054,7.014986,-9.144823,146.93509,1315000
215.23976,0.2644575,0.02091088,8.759815,-38.347584,-215.67375,-296.2281,2.762881,-2.4127843,152.4943,1320000
221.23705,0.2547248,0.019901458,9.003551,-58.67311,-221.90996,-303.08105,2.013303,-21.53825,190.1748,1325000
210.23041,0.30155268,0.020247797,7.2159643,-53.747578,-210.95511,-299.71906,1.7227511,-2.6048348,138.01218,1330000
215.33994,0.279279,0.0226165,7.457856,-19.37437,-215.31137,-298.86218,11.38945,-2.7885747,159.22375,1335000
214.90686,0.25709945,0.023178661,7.2380776,-9.499366,-215.39658,-299.22018,8.418001,-7.442692,181.84824,1340000
214.70494,0.26851586,0.022754055,7.210355,-15.7513,-215.3592,-294.64026,1.5633924,-4.285635,139.99991,1345000
213.21666,0.24551138,0.02503306,10.08755,-56.93648,-213.58307,-293.6956,3.6026707,-4.0873175,188.19902,1350000
211.06598,0.27682617,0.02225867,7.977398,-52.069122,-211.62303,-301.1625,2.4564524,-1.981132,127.38837,1355000
